SWV ITM Data Console - ITM Port: 0
voltage, current, omega. 
41720, 1.00, 0.10 
41721, 1.00, 0.10 
41722, 1.00, 0.10 
41723, 1.00, 0.10 
41724, 1.00, 0.10 
41725, 1.00, 0.10 
41726, 1.00, 0.10 
41727, 1.00, 0.10 
41728, 1.00, 0.10 
41729, 1.00, 0.10 
41730, 1.00, 0.10 
41731, 1.00, 0.10 
41732, 1.00, 0.10 
41733, 1.00, 0.10 
41734, 1.00, 0.10 
41735, 1.00, 0.10 
41736, 1.00, 0.10 
41737, 1.00, 0.10 
41738, 1.00, 0.10 
41739, 1.00, 0.10 
41740, 1.00, 0.10 
41741, 1.00, 0.10 
41742, 1.00, 0.10 
41743, 1.00, 0.10 
41744, 1.00, 0.10 
41745, 1.00, 0.10 
41746, 1.00, 0.10 
41747, 1.00, 0.10 
41748, 1.00, 0.10 
41749, 1.00, 0.10 
41750, 1.00, 0.10 
41751, 1.00, 0.10 
41752, 1.00, 0.10 
41753, 1.00, 0.10 
41754, 1.00, 0.10 
41755, 1.00, 0.10 
41756, 1.00, 0.10 
41757, 1.00, 0.10 
41758, 1.00, 0.10 
41759, 1.00, 0.10 
41760, 1.00, 0.10 
41761, 1.00, 0.10 
41762, 1.00, 0.10 
41763, 1.00, 0.10 
41764, 1.00, 0.10 
41765, 1.00, 0.10 
41766, 1.00, 0.10 
41767, 1.00, 0.10 
41768, 1.00, 0.10 
41769, 1.00, 0.10 
41770, 1.00, 0.10 
41771, 1.00, 0.10 
41772, 1.00, 0.10 
41773, 1.00, 0.10 
41774, 1.00, 0.10 
41775, 1.00, 0.10 
41776, 1.00, 0.10 
41777, 1.00, 0.10 
41778, 1.00, 0.10 
41779, 1.00, 0.10 
41780, 1.00, 0.10 
41781, 1.00, 0.10 
41782, 1.00, 0.10 
41783, 1.00, 0.10 
41784, 1.00, 0.10 
41785, 1.00, 0.10 
41786, 1.00, 0.10 
41787, 1.00, 0.10 
41788, 1.00, 0.10 
41789, 1.00, 0.10 
41790, 1.00, 0.10 
41791, 1.00, 0.10 
41792, 1.00, 0.10 
41793, 1.00, 0.10 
41794, 1.00, 0.10 
41795, 1.00, 0.10 
41796, 1.00, 0.10 
41797, 1.00, 0.10 
41798, 1.00, 0.10 
41799, 1.00, 0.10 
41800, 1.00, 0.10 
41801, 1.00, 0.10 
41802, 1.00, 0.10 
41803, 1.00, 0.10 
41804, 1.00, 0.10 
41805, 1.00, 0.10 
41806, 1.00, 0.10 
41807, 1.00, 0.10 
41808, 1.00, 0.10 
41809, 1.00, 0.10 
41810, 1.00, 0.10 
41811, 1.00, 0.10 
41812, 1.00, 0.10 
41813, 1.00, 0.10 
41814, 1.00, 0.10 
41815, 1.00, 0.10 
41816, 1.00, 0.10 
41817, 1.00, 0.10 
41818, 1.00, 0.10 
41819, 1.00, 0.10 
41820, 1.00, 0.10 
41821, 1.00, 0.10 
41822, 1.00, 0.10 
41823, 1.00, 0.10 
41824, 1.00, 0.10 
41825, 1.00, 0.10 
41826, 1.00, 0.10 
41827, 1.00, 0.10 
41828, 1.00, 0.10 
41829, 1.00, 0.10 
41830, 1.00, 0.10 
41831, 1.00, 0.10 
41832, 1.00, 0.10 
41833, 1.00, 0.10 
41834, 1.00, 0.10 
41835, 1.00, 0.10 
41836, 1.00, 0.10 
41837, 1.00, 0.10 
41838, 1.00, 0.10 
41839, 1.00, 0.10 
41840, 1.00, 0.10 
41841, 1.00, 0.10 
41842, 1.00, 0.10 
41843, 1.00, 0.10 
41844, 1.00, 0.10 
41845, 1.00, 0.10 
41846, 1.00, 0.10 
41847, 1.00, 0.10 
41848, 1.00, 0.10 
41849, 1.00, 0.10 
41850, 1.00, 0.10 
41851, 1.00, 0.10 
41852, 1.00, 0.10 
41853, 1.00, 0.10 
41854, 1.00, 0.10 
41855, 1.00, 0.10 
41856, 1.00, 0.10 
41857, 1.00, 0.10 
41858, 1.00, 0.10 
41859, 1.00, 0.10 
41860, 1.00, 0.10 
41861, 1.00, 0.10 
41862, 1.00, 0.10 
41863, 1.00, 0.10 
41864, 1.00, 0.10 
41865, 1.00, 0.10 
41866, 1.00, 0.10 
41867, 1.00, 0.10 
41868, 1.00, 0.10 
41869, 1.00, 0.10 
41870, 1.00, 0.10 
41871, 1.00, 0.10 
41872, 1.00, 0.10 
41873, 1.00, 0.10 
41874, 1.00, 0.10 
41875, 1.00, 0.10 
41876, 1.00, 0.10 
41877, 1.00, 0.10 
41878, 1.00, 0.10 
41879, 1.00, 0.10 
41880, 1.00, 0.10 
41881, 1.00, 0.10 
41882, 1.00, 0.10 
41883, 1.00, 0.10 
41884, 1.00, 0.10 
41885, 1.00, 0.10 
41886, 1.00, 0.10 
41887, 1.00, 0.10 
41888, 1.00, 0.10 
41889, 1.00, 0.10 
41890, 1.00, 0.10 
41891, 1.00, 0.10 
41892, 1.00, 0.10 
41893, 1.00, 0.10 
41894, 1.00, 0.10 
41895, 1.00, 0.10 
41896, 1.00, 0.10 
41897, 1.00, 0.10 
41898, 1.00, 0.10 
41899, 1.00, 0.10 
41900, 1.00, 0.10 
41901, 1.00, 0.10 
41902, 1.00, 0.10 
41903, 1.00, 0.10 
41904, 1.00, 0.10 
41905, 1.00, 0.10 
41906, 1.00, 0.10 
41907, 1.00, 0.10 
41908, 1.00, 0.10 
41909, 1.00, 0.10 
41910, 1.00, 0.10 
41911, 1.00, 0.10 
41912, 1.00, 0.10 
41913, 1.00, 0.10 
41914, 1.00, 0.10 
41915, 1.00, 0.10 
41916, 1.00, 0.10 
41917, 1.00, 0.10 
41918, 1.00, 0.10 
41919, 1.00, 0.10 
41920, 1.00, 0.10 
41921, 1.00, 0.10 
41922, 1.00, 0.10 
41923, 1.00, 0.10 
41924, 1.00, 0.10 
41925, 1.00, 0.10 
41926, 1.00, 0.10 
41927, 1.00, 0.10 
41928, 1.00, 0.10 
41929, 1.00, 0.10 
41930, 1.00, 0.10 
41931, 1.00, 0.10 
41932, 1.00, 0.10 
41933, 1.00, 0.10 
41934, 1.00, 0.10 
41935, 1.00, 0.10 
41936, 1.00, 0.10 
41937, 1.00, 0.10 
41938, 1.00, 0.10 
41939, 1.00, 0.10 
41940, 1.00, 0.10 
41941, 1.00, 0.10 
41942, 1.00, 0.10 
41943, 1.00, 0.10 
41944, 1.00, 0.10 
41945, 1.00, 0.10 
41946, 1.00, 0.10 
41947, 1.00, 0.10 
41948, 1.00, 0.10 
41949, 1.00, 0.10 
41950, 1.00, 0.10 
41951, 1.00, 0.10 
41952, 1.00, 0.10 
41953, 1.00, 0.10 
41954, 1.00, 0.10 
41955, 1.00, 0.10 
41956, 1.00, 0.10 
41957, 1.00, 0.10 
41958, 1.00, 0.10 
41959, 1.00, 0.10 
41960, 1.00, 0.10 
41961, 1.00, 0.10 
41962, 1.00, 0.10 
41963, 1.00, 0.10 
41964, 1.00, 0.10 
41965, 1.00, 0.10 
41966, 1.00, 0.10 
41967, 1.00, 0.10 
41968, 1.00, 0.10 
41969, 1.00, 0.10 
41970, 1.00, 0.10 
41971, 1.00, 0.10 
41972, 1.00, 0.10 
41973, 1.00, 0.10 
41974, 1.00, 0.10 
41975, 1.00, 0.10 
41976, 1.00, 0.10 
41977, 1.00, 0.10 
41978, 1.00, 0.10 
41979, 1.00, 0.10 
41980, 1.00, 0.10 
41981, 1.00, 0.10 
41982, 1.00, 0.10 
41983, 1.00, 0.10 
41984, 1.00, 0.10 
41985, 1.00, 0.10 
41986, 1.00, 0.10 
41987, 1.00, 0.10 
41988, 1.00, 0.10 
41989, 1.00, 0.10 
41990, 1.00, 0.10 
41991, 1.00, 0.10 
41992, 1.00, 0.10 
41993, 1.00, 0.10 
41994, 1.00, 0.10 
41995, 1.00, 0.10 
41996, 1.00, 0.10 
41997, 1.00, 0.10 
41998, 1.00, 0.10 
41999, 1.00, 0.10 
42000, 1.00, 0.10 
42001, 1.00, 0.10 
42002, 1.00, 0.10 
42003, 1.00, 0.10 
42004, 1.00, 0.10 
42005, 1.00, 0.10 
42006, 1.00, 0.10 
42007, 1.00, 0.10 
42008, 1.00, 0.10 
42009, 1.00, 0.10 
42010, 1.00, 0.10 
42011, 1.00, 0.10 
42012, 1.00, 0.10 
42013, 1.00, 0.10 
42014, 1.00, 0.10 
42015, 1.00, 0.10 
42016, 1.00, 0.10 
42017, 1.00, 0.10 
42018, 1.00, 0.10 
42019, 1.00, 0.10 
42020, 1.00, 0.10 
42021, 1.00, 0.10 
42022, 1.00, 0.10 
42023, 1.00, 0.10 
42024, 1.00, 0.10 
42025, 1.00, 0.10 
42026, 1.00, 0.10 
42027, 1.00, 0.10 
42028, 1.00, 0.10 
42029, 1.00, 0.10 
42030, 1.00, 0.10 
42031, 1.00, 0.10 
42032, 1.00, 0.10 
42033, 1.00, 0.10 
42034, 1.00, 0.10 
42035, 1.00, 0.10 
42036, 1.00, 0.10 
42037, 1.00, 0.10 
42038, 1.00, 0.10 
42039, 1.00, 0.10 
42040, 1.00, 0.10 
42041, 1.00, 0.10 
42042, 1.00, 0.10 
42043, 1.00, 0.10 
42044, 1.00, 0.10 
42045, 1.00, 0.10 
42046, 1.00, 0.10 
42047, 1.00, 0.10 
42048, 1.00, 0.10 
42049, 1.00, 0.10 
42050, 1.00, 0.10 
42051, 1.00, 0.10 
42052, 1.00, 0.10 
42053, 1.00, 0.10 
42054, 1.00, 0.10 
42055, 1.00, 0.10 
42056, 1.00, 0.10 
42057, 1.00, 0.10 
42058, 1.00, 0.10 
42059, 1.00, 0.10 
42060, 1.00, 0.10 
42061, 1.00, 0.10 
42062, 1.00, 0.10 
42063, 1.00, 0.10 
42064, 1.00, 0.10 
42065, 1.00, 0.10 
42066, 1.00, 0.10 
42067, 1.00, 0.10 
42068, 1.00, 0.10 
42069, 1.00, 0.10 
42070, 1.00, 0.10 
42071, 1.00, 0.10 
42072, 1.00, 0.10 
42073, 1.00, 0.10 
42074, 1.00, 0.10 
42075, 1.00, 0.10 
42076, 1.00, 0.10 
42077, 1.00, 0.10 
42078, 1.00, 0.10 
42079, 1.00, 0.10 
42080, 1.00, 0.10 
42081, 1.00, 0.10 
42082, 1.00, 0.10 
42083, 1.00, 0.10 
42084, 1.00, 0.10 
42085, 1.00, 0.10 
42086, 1.00, 0.10 
42087, 1.00, 0.10 
42088, 1.00, 0.10 
42089, 1.00, 0.10 
42090, 1.00, 0.10 
42091, 1.00, 0.10 
42092, 1.00, 0.10 
42093, 1.00, 0.10 
42094, 1.00, 0.10 
42095, 1.00, 0.10 
42096, 1.00, 0.10 
42097, 1.00, 0.10 
42098, 1.00, 0.10 
42099, 1.00, 0.10 
42100, 1.00, 0.10 
42101, 1.00, 0.10 
42102, 1.00, 0.10 
42103, 1.00, 0.10 
42104, 1.00, 0.10 
42105, 1.00, 0.10 
42106, 1.00, 0.10 
42107, 1.00, 0.10 
42108, 1.00, 0.10 
42109, 1.00, 0.10 
42110, 1.00, 0.10 
42111, 1.00, 0.10 
42112, 1.00, 0.10 
42113, 1.00, 0.10 
42114, 1.00, 0.10 
42115, 1.00, 0.10 
42116, 1.00, 0.10 
42117, 1.00, 0.10 
42118, 1.00, 0.10 
42119, 1.00, 0.10 
42120, 1.00, 0.10 
42121, 1.00, 0.10 
42122, 1.00, 0.10 
42123, 1.00, 0.10 
42124, 1.00, 0.10 
42125, 1.00, 0.10 
42126, 1.00, 0.10 
42127, 1.00, 0.10 
42128, 1.00, 0.10 
42129, 1.00, 0.10 
42130, 1.00, 0.10 
42131, 1.00, 0.10 
42132, 1.00, 0.10 
42133, 1.00, 0.10 
42134, 1.00, 0.10 
42135, 1.00, 0.10 
42136, 1.00, 0.10 
42137, 1.00, 0.10 
42138, 1.00, 0.10 
42139, 1.00, 0.10 
42140, 1.00, 0.10 
42141, 1.00, 0.10 
42142, 1.00, 0.10 
42143, 1.00, 0.10 
42144, 1.00, 0.10 
42145, 1.00, 0.10 
42146, 1.00, 0.10 
42147, 1.00, 0.10 
42148, 1.00, 0.10 
42149, 1.00, 0.10 
42150, 1.00, 0.10 
42151, 1.00, 0.10 
42152, 1.00, 0.10 
42153, 1.00, 0.10 
42154, 1.00, 0.10 
42155, 1.00, 0.10 
42156, 1.00, 0.10 
42157, 1.00, 0.10 
42158, 1.00, 0.10 
42159, 1.00, 0.10 
42160, 1.00, 0.10 
42161, 1.00, 0.10 
42162, 1.00, 0.10 
42163, 1.00, 0.10 
42164, 1.00, 0.10 
42165, 1.00, 0.10 
42166, 1.00, 0.10 
42167, 1.00, 0.10 
42168, 1.00, 0.10 
42169, 1.00, 0.10 
42170, 1.00, 0.10 
42171, 1.00, 0.10 
42172, 1.00, 0.10 
42173, 1.00, 0.10 
42174, 1.00, 0.10 
42175, 1.00, 0.10 
42176, 1.00, 0.10 
42177, 1.00, 0.10 
42178, 1.00, 0.10 
42179, 1.00, 0.10 
42180, 1.00, 0.10 
42181, 1.00, 0.10 
42182, 1.00, 0.10 
42183, 1.00, 0.10 
42184, 1.00, 0.10 
42185, 1.00, 0.10 
42186, 1.00, 0.10 
42187, 1.00, 0.10 
42188, 1.00, 0.10 
42189, 1.00, 0.10 
42190, 1.00, 0.10 
42191, 1.00, 0.10 
42192, 1.00, 0.10 
42193, 1.00, 0.10 
42194, 1.00, 0.10 
42195, 1.00, 0.10 
42196, 1.00, 0.10 
42197, 1.00, 0.10 
42198, 1.00, 0.10 
42199, 1.00, 0.10 
42200, 1.00, 0.10 
42201, 1.00, 0.10 
42202, 1.00, 0.10 
42203, 1.00, 0.10 
42204, 1.00, 0.10 
42205, 1.00, 0.10 
42206, 1.00, 0.10 
42207, 1.00, 0.10 
42208, 1.00, 0.10 
42209, 1.00, 0.10 
42210, 1.00, 0.10 
42211, 1.00, 0.10 
42212, 1.00, 0.10 
42213, 1.00, 0.10 
42214, 1.00, 0.10 
42215, 1.00, 0.10 
42216, 1.00, 0.10 
42217, 1.00, 0.10 
42218, 1.00, 0.10 
42219, 1.00, 0.10 
42220, 1.00, 0.10 
42221, 1.00, 0.10 
42222, 1.00, 0.10 
42223, 1.00, 0.10 
42224, 1.00, 0.10 
42225, 1.00, 0.10 
42226, 1.00, 0.10 
42227, 1.00, 0.10 
42228, 1.00, 0.10 
42229, 1.00, 0.10 
42230, 1.00, 0.10 
42231, 1.00, 0.10 
42232, 1.00, 0.10 
42233, 1.00, 0.10 
42234, 1.00, 0.10 
42235, 1.00, 0.10 
42236, 1.00, 0.10 
42237, 1.00, 0.10 
42238, 1.00, 0.10 
42239, 1.00, 0.10 
42240, 1.00, 0.10 
42241, 1.00, 0.10 
42242, 1.00, 0.10 
42243, 1.00, 0.10 
42244, 1.00, 0.10 
42245, 1.00, 0.10 
42246, 1.00, 0.10 
42247, 1.00, 0.10 
42248, 1.00, 0.10 
42249, 1.00, 0.10 
42250, 1.00, 0.10 
42251, 1.00, 0.10 
42252, 1.00, 0.10 
42253, 1.00, 0.10 
42254, 1.00, 0.10 
42255, 1.00, 0.10 
42256, 1.00, 0.10 
42257, 1.00, 0.10 
42258, 1.00, 0.10 
42259, 1.00, 0.10 
42260, 1.00, 0.10 
42261, 1.00, 0.10 
42262, 1.00, 0.10 
42263, 1.00, 0.10 
42264, 1.00, 0.10 
42265, 1.00, 0.10 
42266, 1.00, 0.10 
42267, 1.00, 0.10 
42268, 1.00, 0.10 
42269, 1.00, 0.10 
42270, 1.00, 0.10 
42271, 1.00, 0.10 
42272, 1.00, 0.10 
42273, 1.00, 0.10 
42274, 1.00, 0.10 
42275, 1.00, 0.10 
42276, 1.00, 0.10 
42277, 1.00, 0.10 
42278, 1.00, 0.10 
42279, 1.00, 0.10 
42280, 1.00, 0.10 
42281, 1.00, 0.10 
42282, 1.00, 0.10 
42283, 1.00, 0.10 
42284, 1.00, 0.10 
42285, 1.00, 0.10 
42286, 1.00, 0.10 
42287, 1.00, 0.10 
42288, 1.00, 0.10 
42289, 1.00, 0.10 
42290, 1.00, 0.10 
42291, 1.00, 0.10 
42292, 1.00, 0.10 
42293, 1.00, 0.10 
42294, 1.00, 0.10 
42295, 1.00, 0.10 
42296, 1.00, 0.10 
42297, 1.00, 0.10 
42298, 1.00, 0.10 
42299, 1.00, 0.10 
42300, 1.00, 0.10 
42301, 1.00, 0.10 
42302, 1.00, 0.10 
42303, 1.00, 0.10 
42304, 1.00, 0.10 
42305, 1.00, 0.10 
42306, 1.00, 0.10 
42307, 1.00, 0.10 
42308, 1.00, 0.10 
42309, 1.00, 0.10 
42310, 1.00, 0.10 
42311, 1.00, 0.10 
42312, 1.00, 0.10 
42313, 1.00, 0.10 
42314, 1.00, 0.10 
42315, 1.00, 0.10 
42316, 1.00, 0.10 
42317, 1.00, 0.10 
42318, 1.00, 0.10 
42319, 1.00, 0.10 
42320, 1.00, 0.10 
42321, 1.00, 0.10 
42322, 1.00, 0.10 
42323, 1.00, 0.10 
42324, 1.00, 0.10 
42325, 1.00, 0.10 
42326, 1.00, 0.10 
42327, 1.00, 0.10 
42328, 1.00, 0.10 
42329, 1.00, 0.10 
42330, 1.00, 0.10 
42331, 1.00, 0.10 
42332, 1.00, 0.10 
42333, 1.00, 0.10 
42334, 1.00, 0.10 
42335, 1.00, 0.10 
42336, 1.00, 0.10 
42337, 1.00, 0.10 
42338, 1.00, 0.10 
42339, 1.00, 0.10 
42340, 1.00, 0.10 
42341, 1.00, 0.10 
42342, 1.00, 0.10 
42343, 1.00, 0.10 
42344, 1.00, 0.10 
42345, 1.00, 0.10 
42346, 1.00, 0.10 
42347, 1.00, 0.10 
42348, 1.00, 0.10 
42349, 1.00, 0.10 
42350, 1.00, 0.10 
42351, 1.00, 0.10 
42352, 1.00, 0.10 
42353, 1.00, 0.10 
42354, 1.00, 0.10 
42355, 1.00, 0.10 
42356, 1.00, 0.10 
42357, 1.00, 0.10 
42358, 1.00, 0.10 
42359, 1.00, 0.10 
42360, 1.00, 0.10 
42361, 1.00, 0.10 
42362, 1.00, 0.10 
42363, 1.00, 0.10 
42364, 1.00, 0.10 
42365, 1.00, 0.10 
42366, 1.00, 0.10 
42367, 1.00, 0.10 
42368, 1.00, 0.10 
42369, 1.00, 0.10 
42370, 1.00, 0.10 
42371, 1.00, 0.10 
42372, 1.00, 0.10 
42373, 1.00, 0.10 
42374, 1.00, 0.10 
42375, 1.00, 0.10 
42376, 1.00, 0.10 
42377, 1.00, 0.10 
42378, 1.00, 0.10 
42379, 1.00, 0.10 
42380, 1.00, 0.10 
42381, 1.00, 0.10 
42382, 1.00, 0.10 
42383, 1.00, 0.10 
42384, 1.00, 0.10 
42385, 1.00, 0.10 
42386, 1.00, 0.10 
42387, 1.00, 0.10 
42388, 1.00, 0.10 
42389, 1.00, 0.10 
42390, 1.00, 0.10 
42391, 1.00, 0.10 
42392, 1.00, 0.10 
42393, 1.00, 0.10 
42394, 1.00, 0.10 
42395, 1.00, 0.10 
42396, 1.00, 0.10 
42397, 1.00, 0.10 
42398, 1.00, 0.10 
42399, 1.00, 0.10 
42400, 1.00, 0.10 
42401, 1.00, 0.10 
42402, 1.00, 0.10 
42403, 1.00, 0.10 
42404, 1.00, 0.10 
42405, 1.00, 0.10 
42406, 1.00, 0.10 
42407, 1.00, 0.10 
42408, 1.00, 0.10 
42409, 1.00, 0.10 
42410, 1.00, 0.10 
42411, 1.00, 0.10 
42412, 1.00, 0.10 
42413, 1.00, 0.10 
42414, 1.00, 0.10 
42415, 1.00, 0.10 
42416, 1.00, 0.10 
42417, 1.00, 0.10 
42418, 1.00, 0.10 
42419, 1.00, 0.10 
42420, 1.00, 0.10 
42421, 1.00, 0.10 
42422, 1.00, 0.10 
42423, 1.00, 0.10 
42424, 1.00, 0.10 
42425, 1.00, 0.10 
42426, 1.00, 0.10 
42427, 1.00, 0.10 
42428, 1.00, 0.10 
42429, 1.00, 0.10 
42430, 1.00, 0.10 
42431, 1.00, 0.10 
42432, 1.00, 0.10 
42433, 1.00, 0.10 
42434, 1.00, 0.10 
42435, 1.00, 0.10 
42436, 1.00, 0.10 
42437, 1.00, 0.10 
42438, 1.00, 0.10 
42439, 1.00, 0.10 
42440, 1.00, 0.10 
42441, 1.00, 0.10 
42442, 1.00, 0.10 
42443, 1.00, 0.10 
42444, 1.00, 0.10 
42445, 1.00, 0.10 
42446, 1.00, 0.10 
42447, 1.00, 0.10 
42448, 1.00, 0.10 
42449, 1.00, 0.10 
42450, 1.00, 0.10 
42451, 1.00, 0.10 
42452, 1.00, 0.10 
42453, 1.00, 0.10 
42454, 1.00, 0.10 
42455, 1.00, 0.10 
42456, 1.00, 0.10 
42457, 1.00, 0.10 
42458, 1.00, 0.10 
42459, 1.00, 0.10 
42460, 1.00, 0.10 
42461, 1.00, 0.10 
42462, 1.00, 0.10 
42463, 1.00, 0.10 
42464, 1.00, 0.10 
42465, 1.00, 0.10 
42466, 1.00, 0.10 
42467, 1.00, 0.10 
42468, 1.00, 0.10 
42469, 1.00, 0.10 
42470, 1.00, 0.10 
42471, 1.00, 0.10 
42472, 1.00, 0.10 
42473, 1.00, 0.10 
42474, 1.00, 0.10 
42475, 1.00, 0.10 
42476, 1.00, 0.10 
42477, 1.00, 0.10 
42478, 1.00, 0.10 
42479, 1.00, 0.10 
42480, 1.00, 0.10 
42481, 1.00, 0.10 
42482, 1.00, 0.10 
42483, 1.00, 0.10 
42484, 1.00, 0.10 
42485, 1.00, 0.10 
42486, 1.00, 0.10 
42487, 1.00, 0.10 
42488, 1.00, 0.10 
42489, 1.00, 0.10 
42490, 1.00, 0.10 
42491, 1.00, 0.10 
42492, 1.00, 0.10 
42493, 1.00, 0.10 
42494, 1.00, 0.10 
42495, 1.00, 0.10 
42496, 1.00, 0.10 
42497, 1.00, 0.10 
42498, 1.00, 0.10 
42499, 1.00, 0.10 
42500, 1.00, 0.10 
42501, 1.00, 0.10 
42502, 1.00, 0.10 
42503, 1.00, 0.10 
42504, 1.00, 0.10 
42505, 1.00, 0.10 
42506, 1.00, 0.10 
42507, 1.00, 0.10 
42508, 1.00, 0.10 
42509, 1.00, 0.10 
42510, 1.00, 0.10 
42511, 1.00, 0.10 
42512, 1.00, 0.10 
42513, 1.00, 0.10 
42514, 1.00, 0.10 
42515, 1.00, 0.10 
42516, 1.00, 0.10 
42517, 1.00, 0.10 
42518, 1.00, 0.10 
42519, 1.00, 0.10 
42520, 1.00, 0.10 
42521, 1.00, 0.10 
42522, 1.00, 0.10 
42523, 1.00, 0.10 
42524, 1.00, 0.10 
42525, 1.00, 0.10 
42526, 1.00, 0.10 
42527, 1.00, 0.10 
42528, 1.00, 0.10 
42529, 1.00, 0.10 
42530, 1.00, 0.10 
42531, 1.00, 0.10 
42532, 1.00, 0.10 
42533, 1.00, 0.10 
42534, 1.00, 0.10 
42535, 1.00, 0.10 
42536, 1.00, 0.10 
42537, 1.00, 0.10 
42538, 1.00, 0.10 
42539, 1.00, 0.10 
42540, 1.00, 0.10 
42541, 1.00, 0.10 
42542, 1.00, 0.10 
42543, 1.00, 0.10 
42544, 1.00, 0.10 
42545, 1.00, 0.10 
42546, 1.00, 0.10 
42547, 1.00, 0.10 
42548, 1.00, 0.10 
42549, 1.00, 0.10 
42550, 1.00, 0.10 
42551, 1.00, 0.10 
42552, 1.00, 0.10 
42553, 1.00, 0.10 
42554, 1.00, 0.10 
42555, 1.00, 0.10 
42556, 1.00, 0.10 
42557, 1.00, 0.10 
42558, 1.00, 0.10 
42559, 1.00, 0.10 
42560, 1.00, 0.10 
42561, 1.00, 0.10 
42562, 1.00, 0.10 
42563, 1.00, 0.10 
42564, 1.00, 0.10 
42565, 1.00, 0.10 
42566, 1.00, 0.10 
42567, 1.00, 0.10 
42568, 1.00, 0.10 
42569, 1.00, 0.10 
42570, 1.00, 0.10 
42571, 1.00, 0.10 
42572, 1.00, 0.10 
42573, 1.00, 0.10 
42574, 1.00, 0.10 
42575, 1.00, 0.10 
42576, 1.00, 0.10 
42577, 1.00, 0.10 
42578, 1.00, 0.10 
42579, 1.00, 0.10 
42580, 1.00, 0.10 
42581, 1.00, 0.10 
42582, 1.00, 0.10 
42583, 1.00, 0.10 
42584, 1.00, 0.10 
42585, 1.00, 0.10 
42586, 1.00, 0.10 
42587, 1.00, 0.10 
42588, 1.00, 0.10 
42589, 1.00, 0.10 
42590, 1.00, 0.10 
42591, 1.00, 0.10 
42592, 1.00, 0.10 
42593, 1.00, 0.10 
42594, 1.00, 0.10 
42595, 1.00, 0.10 
42596, 1.00, 0.10 
42597, 1.00, 0.10 
42598, 1.00, 0.10 
42599, 1.00, 0.10 
42600, 1.00, 0.10 
42601, 1.00, 0.10 
42602, 1.00, 0.10 
42603, 1.00, 0.10 
42604, 1.00, 0.10 
42605, 1.00, 0.10 
42606, 1.00, 0.10 
42607, 1.00, 0.10 
42608, 1.00, 0.10 
42609, 1.00, 0.10 
42610, 1.00, 0.10 
42611, 1.00, 0.10 
42612, 1.00, 0.10 
42613, 1.00, 0.10 
42614, 1.00, 0.10 
42615, 1.00, 0.10 
42616, 1.00, 0.10 
42617, 1.00, 0.10 
42618, 1.00, 0.10 
42619, 1.00, 0.10 
42620, 1.00, 0.10 
42621, 1.00, 0.10 
42622, 1.00, 0.10 
42623, 1.00, 0.10 
42624, 1.00, 0.10 
42625, 1.00, 0.10 
42626, 1.00, 0.10 
42627, 1.00, 0.10 
42628, 1.00, 0.10 
42629, 1.00, 0.10 
42630, 1.00, 0.10 
42631, 1.00, 0.10 
42632, 1.00, 0.10 
42633, 1.00, 0.10 
42634, 1.00, 0.10 
42635, 1.00, 0.10 
42636, 1.00, 0.10 
42637, 1.00, 0.10 
42638, 1.00, 0.10 
42639, 1.00, 0.10 
42640, 1.00, 0.10 
42641, 1.00, 0.10 
42642, 1.00, 0.10 
42643, 1.00, 0.10 
42644, 1.00, 0.10 
42645, 1.00, 0.10 
42646, 1.00, 0.10 
42647, 1.00, 0.10 
42648, 1.00, 0.10 
42649, 1.00, 0.10 
42650, 1.00, 0.10 
42651, 1.00, 0.10 
42652, 1.00, 0.10 
42653, 1.00, 0.10 
42654, 1.00, 0.10 
42655, 1.00, 0.10 
42656, 1.00, 0.10 
42657, 1.00, 0.10 
42658, 1.00, 0.10 
42659, 1.00, 0.10 
42660, 1.00, 0.10 
42661, 1.00, 0.10 
42662, 1.00, 0.10 
42663, 1.00, 0.10 
42664, 1.00, 0.10 
42665, 1.00, 0.10 
42666, 1.00, 0.10 
42667, 1.00, 0.10 
42668, 1.00, 0.10 
42669, 1.00, 0.10 
42670, 1.00, 0.10 
42671, 1.00, 0.10 
42672, 1.00, 0.10 
42673, 1.00, 0.10 
42674, 1.00, 0.10 
42675, 1.00, 0.10 
42676, 1.00, 0.10 
42677, 1.00, 0.10 
42678, 1.00, 0.10 
42679, 1.00, 0.10 
42680, 1.00, 0.10 
42681, 1.00, 0.10 
42682, 1.00, 0.10 
42683, 1.00, 0.10 
42684, 1.00, 0.10 
42685, 1.00, 0.10 
42686, 1.00, 0.10 
42687, 1.00, 0.10 
42688, 1.00, 0.10 
42689, 1.00, 0.10 
42690, 1.00, 0.10 
42691, 1.00, 0.10 
42692, 1.00, 0.10 
42693, 1.00, 0.10 
42694, 1.00, 0.10 
42695, 1.00, 0.10 
42696, 1.00, 0.10 
42697, 1.00, 0.10 
42698, 1.00, 0.10 
42699, 1.00, 0.10 
42700, 1.00, 0.10 
42701, 1.00, 0.10 
42702, 1.00, 0.10 
42703, 1.00, 0.10 
42704, 1.00, 0.10 
42705, 1.00, 0.10 
42706, 1.00, 0.10 
42707, 1.00, 0.10 
42708, 1.00, 0.10 
42709, 1.00, 0.10 
42710, 1.00, 0.10 
42711, 1.00, 0.10 
42712, 1.00, 0.10 
42713, 1.00, 0.10 
42714, 1.00, 0.10 
42715, 1.00, 0.10 
42716, 1.00, 0.10 
